Date,CA,TX,NY,FL,IL,PA,OH,MI,GA,NC,NJ,VA,WA,MA,IN,AZ,TN,MO,MD,WI,MN,CO,AL,SC,LA,KY,OR,OK,CT,IA,MS,AR,KS,UT,NV,NM,WV,NE,ID,HI,ME,NH,RI,MT,DE,SD,AK,ND,VT,DC,WY
1/31/1996,162238,97631,139108,100595,139112,96300,92098,90643,102841,109754,162226,121528,140993,153060,109862,108148,91256,82885,149713,99427,103478,139383,82380,97056,83464,75941,130798,63950,149422,80496,73297,68742,76315,158790,157071,,61171,83534,124193,246670,98862,106348,126677,,131960,84389,125190,,108750,166900,
2/29/1996,162008,97656,138793,100691,138861,96233,92209,90966,103000,109967,161928,121466,140998,153050,109872,108454,91437,83090,149694,99576,103315,139842,82480,97193,83778,76096,131281,64047,149224,80662,73296,68773,76461,158930,157039,,61176,83858,124003,245772,98499,106046,126771,,131905,84783,125611,,108738,166140,
3/31/1996,161859,97684,138607,100803,138544,96166,92355,91276,103162,110158,161712,121467,141021,153162,109445,108807,91658,83256,149688,99682,103252,140220,82562,97244,84016,76224,131701,64201,149452,80807,73370,68849,76615,159207,157188,,61178,84070,123928,244994,98271,105841,126766,,131845,84745,125886,,108650,165469,
4/30/1996,161569,97811,138327,101013,138172,96057,92659,91942,103513,110554,161304,121432,141078,153367,109129,109447,92089,83577,149719,99989,103194,140986,82683,97472,84525,76515,132549,64457,149607,81107,73463,68958,76876,159702,157332,,61189,84528,123746,243409,97758,105510,126770,,131703,84802,126559,,108515,164321,
5/31/1996,161373,97948,138224,101215,137661,95958,92975,92599,103865,110946,160982,121372,141200,153604,109017,110046,92539,83837,149836,100349,103283,141663,82750,97639,84821,76769,133373,64726,149721,81346,73612,69085,77050,160351,157600,,61193,84854,123618,241560,97377,105492,126606,,131818,84595,127077,,108331,163420,
6/30/1996,161219,98064,138158,101444,137359,95911,93266,93271,104240,111388,160690,121295,141529,153859,109315,110586,93000,84069,149929,100847,103522,142340,82852,97908,85099,77029,134211,64924,149785,81571,73745,69200,77214,160885,157752,,61205,85232,123456,239536,96989,105666,126337,,132086,84617,127687,,108054,162780,
7/31/1996,161124,98152,138078,101665,136935,95877,93524,93878,104588,111857,160483,121235,141919,154230,109511,111081,93475,84278,149970,101340,103778,143004,82988,98073,85272,77288,135050,65125,149852,81748,73929,69352,77346,161387,158001,,61208,85612,123306,237500,96708,105970,126093,,132546,84647,128238,,107740,162229,
8/31/1996,161108,98273,137996,101863,137399,95916,93812,94442,104939,112317,160424,121282,142391,154726,109339,111541,93937,84509,149929,101810,104162,143684,83196,98277,85599,77558,135850,65294,150089,81932,74071,69519,77544,161795,158454,,61188,86004,123268,236165,96511,106221,126021,,132920,84671,128678,,107498,161771,
9/30/1996,161134,98427,137959,101993,138103,95943,94111,94960,105282,112720,160463,121393,142779,155196,109211,111980,94335,84769,149971,102215,104497,144334,83325,98377,85897,77825,136612,65451,149964,82098,74195,69680,77709,162238,158955,,61117,86355,123269,235011,96427,106442,126204,,133390,84726,129035,,107392,161471,
10/31/1996,161286,98607,137978,102128,139559,96025,94413,95475,105655,113196,160561,121556,143255,155763,108301,112427,94697,85095,150049,102625,104911,144951,83452,98589,86292,78058,137454,65595,149839,82381,74474,69860,77939,162661,159424,,61078,86744,123335,233810,96473,106687,126384,,133825,84750,129175,,107507,161054,
11/30/1996,161466,98823,138035,102280,140748,96126,94712,96040,106045,113726,160638,121688,143828,156314,107427,112839,95075,85410,150158,103058,105342,145560,83550,98813,86604,78364,138332,65782,149602,82759,74809,70014,78176,163188,159664,,61106,87205,123415,232342,96509,106975,126504,,134158,85043,129344,,107698,160884,
12/31/1996,161723,99062,138139,102471,141653,96259,95022,96658,106467,114294,160743,121821,144480,156911,106246,113225,95467,85697,150271,103494,105801,146167,83734,99098,87010,78685,139236,66019,149667,83192,75149,70212,78428,163699,160043,,61190,87575,123591,231082,96539,107380,126552,,134329,85203,129512,,107974,160667,
1/31/1997,161740,99086,138115,102480,141961,96358,95320,97307,106808,114847,160992,121890,145022,157053,105703,113563,95797,85885,150209,103897,106194,146764,83843,99372,87409,79001,140062,66210,149291,83380,75276,70418,78664,164121,160398,,61531,87913,123925,230265,96939,107810,126696,,134483,85519,129565,,108263,160593,
2/28/1997,161821,99088,138394,102546,141960,96463,95620,97903,107199,115392,161360,122036,145599,157301,105095,113934,96171,86004,150175,104247,106708,147265,83967,99694,87760,79233,140853,66415,149407,83445,75367,70711,78911,164459,160929,,61881,88151,124422,229585,97536,108429,126674,,134797,85454,129672,,108348,160830,
3/31/1997,161987,99078,138698,102627,142094,96623,95903,98524,107618,115986,161814,122133,146250,157494,105015,114227,96556,86144,150109,104663,107296,147810,84087,100097,88023,79467,141727,66554,148922,83431,75482,70963,79146,164662,161233,,62270,88593,124857,228500,98151,109090,126732,,135283,85492,129865,,108422,161316,
4/30/1997,162455,99210,139067,102932,141975,96840,96192,99074,108121,116547,162194,122305,147154,158042,104616,114550,97011,86345,150190,105006,107943,148445,84422,100430,88287,79680,142614,66770,148969,83480,75684,71266,79402,164966,161765,,62457,89072,125228,227068,98485,109725,126771,,135899,85595,130174,,108348,161906,
5/31/1997,163017,99303,139199,103215,142120,97105,96490,99655,108592,117070,162627,122436,148086,158662,104184,114889,97408,86626,150198,105386,108436,149171,84846,100792,88679,79958,143440,66964,148882,83608,75909,71498,79749,165314,162154,,62603,89639,125652,225929,98744,110104,127188,,136254,86245,130795,,108537,162051,
6/30/1997,163607,99432,139366,103463,141925,97351,96820,100156,109019,117501,163134,122593,148737,159349,103989,115228,97752,86923,150301,105596,108831,149839,85267,101103,89069,80245,144180,67255,148976,83741,76079,71700,80081,165842,162543,,62724,90062,126255,225210,99101,110299,127682,,136404,86697,131067,,108946,162058,
7/31/1997,164330,99565,139670,103704,141675,97621,97173,100747,109482,117886,163645,122796,149338,159983,104069,115563,98085,87241,150505,105836,109252,150408,85603,101564,89498,80567,144852,67539,149151,83931,76144,71814,80482,166374,162777,,62805,90436,126897,224653,99428,110430,128130,,136381,87216,131473,,109510,162225,
8/31/1997,165102,99732,139972,103958,139664,97755,97478,101411,109991,118362,164058,122956,149791,160655,104541,115889,98421,87539,150774,106053,109659,150968,85905,102038,89856,80873,145524,67864,149170,84084,76279,71949,80789,166841,162785,,62970,90824,127394,223694,99675,110697,128314,,136477,87582,131906,,109840,162233,
9/30/1997,165966,99910,140266,104253,137160,97917,97769,102144,110550,118931,164408,123157,150342,161418,104335,116265,98840,87838,150892,106339,110119,151589,86291,102738,90285,81191,146190,68197,149680,84253,76498,72148,81132,167233,162933,,63144,91251,127824,222821,99884,111142,128217,,136422,88338,132585,,110084,162105,
10/31/1997,166744,100153,140486,104517,133448,98017,98036,102876,111086,119379,164724,123297,150912,162218,105148,116629,99263,88040,151008,106660,110579,152315,86725,103387,90605,81543,146638,68552,150123,84277,77012,72351,81366,167690,163102,,63380,91599,128192,222350,99941,111715,128195,,136441,89097,133421,,110089,161975,
11/30/1997,167646,100381,140915,104823,130518,98210,98324,103530,111606,119754,165160,123549,151512,163007,105844,117042,99689,88243,151122,106888,111054,153086,87195,104099,91025,81836,147082,68886,150641,84134,77435,72657,81551,167906,163560,,63600,91869,128515,222160,100232,112340,128322,,136554,89468,133865,,110269,162196,
12/31/1997,168672,100618,141375,105131,128358,98426,98624,104096,112133,120089,165632,123755,152253,163966,106892,117490,100090,88445,151197,107126,111625,153844,87617,104719,91378,82130,147437,69190,150853,83936,77873,72917,81743,168152,163939,,63877,92268,128727,221823,100597,112927,128601,,136897,90010,134357,,110352,162839,
1/31/1998,170102,101091,142237,105824,127520,98731,98987,104675,112873,120525,166031,124109,153431,165411,107132,118072,100700,88761,151419,107299,112295,154658,88162,105337,91735,82550,148090,69617,151856,84075,78186,73277,81996,168558,164554,,63812,92834,128752,220730,100407,113545,128907,,137275,90207,134622,,110524,163919,
2/28/1998,171684,101542,142735,106404,127363,99015,99388,105284,113546,120898,166379,124383,154641,166914,107315,118605,101286,89097,151635,107638,112953,155386,88630,105753,92041,83030,148599,70018,152587,84365,78669,73481,82192,169284,165107,,63638,93354,128601,219523,100000,114222,129275,,137539,90043,134986,,110912,164666,
3/31/1998,173198,101988,143206,106914,127274,99238,99774,105885,114148,121234,166607,124683,155822,168446,107571,119103,101818,89409,151989,108002,113532,156102,89076,106212,92466,83543,149018,70411,153617,84772,79001,73705,82331,170034,165683,,63418,93630,128482,218919,99474,114947,129587,,137733,89933,135368,,111545,165184,
4/30/1998,174483,102113,143307,107010,127244,99372,100097,106449,114524,121572,166928,124848,156480,169627,108044,119498,102111,89691,152130,108452,113963,156631,89329,106616,92769,83949,149256,70669,153885,85083,79257,73780,82442,170516,165918,127559,63375,93741,128441,219078,99550,115696,129815,,137914,90313,136044,,112420,165231,123145
5/31/1998,175645,102323,143567,107178,127196,99486,100411,107000,115014,122054,167177,125233,157177,170780,108055,119910,102426,89993,152254,108735,114497,157262,89577,107249,93415,84366,149628,70958,154479,85407,79419,73977,82663,170630,166075,127603,63516,94088,128434,219697,99728,116355,129875,,137979,90942,136465,,113007,165836,122871
6/30/1998,176851,102536,143832,107289,127144,99575,100746,107621,115569,122592,167473,125636,157913,171962,106573,120358,102759,90321,152278,108972,114948,157892,89817,107774,94097,84756,150074,71246,154988,85712,79838,74276,82964,170667,166505,127606,63703,94610,128345,220371,99946,117060,130041,,138091,91694,137283,,113507,166484,122854
7/31/1998,177940,102845,143966,107453,127445,99667,101131,108256,116166,123152,167759,126019,158836,173036,104876,120903,103049,90662,152258,109193,115566,158813,90188,108405,95004,85100,150578,71543,155417,86033,80264,74659,83271,170698,166830,127539,64022,95196,128366,221110,100141,117828,130305,,138107,92484,138121,,113905,166975,122903
8/31/1998,179131,103082,144380,107702,128623,99907,101523,108867,116747,123595,168161,126323,159958,174145,103764,121530,103367,90919,152369,109543,116162,159839,90477,108978,95617,85439,151105,71885,155881,86364,80761,75007,83581,170842,167165,127421,64301,95659,128423,221022,100526,118780,130774,,138277,93510,139100,,114735,167970,123353
9/30/1998,180433,103306,144883,108146,130311,100191,101922,109490,117309,124011,168687,126479,161353,175372,103895,122121,103721,91109,152587,109973,117065,160998,90850,109492,96170,85784,151528,72269,156435,86713,81127,75284,83917,171017,167228,127347,64721,96125,128611,220516,101008,119774,131296,,138595,93860,139837,,115486,169253,123762
10/31/1998,181814,103379,145663,108677,132528,100530,102364,110129,117893,124486,169391,126700,162543,176678,104257,122698,104166,91348,152746,110335,117911,162075,91169,109858,96697,86162,152070,72661,157222,86977,80605,75538,84282,171095,167505,127344,64974,96594,128760,219528,101680,120741,131841,,138999,94262,140536,,116263,171265,124190
11/30/1998,183092,103416,146132,109066,134423,100705,102783,110765,118505,124938,170035,126862,163565,178212,104585,123239,104515,91669,152797,110760,118746,163044,91495,110098,97209,86451,152426,72946,158147,87298,80022,75678,84703,171330,167819,127379,65053,97009,128984,218833,102059,121569,132203,,139553,94857,141902,,116630,172315,124513
12/31/1998,184178,103421,146622,109367,135875,100803,103130,111420,119081,125369,170713,127208,164322,179439,105091,123796,104848,92057,152958,111149,119475,164067,91729,110378,97594,86715,152956,73142,158919,87664,79441,75794,85075,171446,168001,127370,64909,97409,129198,218097,102476,122339,132564,,140176,95683,143185,,117113,172943,124834
1/31/1999,185461,103640,146879,109446,136547,100867,103381,111940,119552,125672,171322,127513,164727,181176,105248,124169,104940,92451,153341,111724,120359,165058,91984,110756,97962,86781,153067,73268,159424,88051,79712,75731,85396,171473,167826,127377,64704,97661,129384,217691,103043,123064,132697,,140797,96818,145345,,117560,172650,125075
2/28/1999,186817,104126,147407,109648,136925,101004,103652,112599,120055,126066,172103,127900,165195,182998,105343,124572,105039,92895,153900,112309,121487,166368,92277,111298,98312,86972,153306,73502,159761,88446,80010,75761,85752,171406,167636,127374,64629,97973,129695,217483,103834,123861,133089,,141430,99296,146920,,118074,172838,125309
3/31/1999,188237,104792,147972,109890,137314,101191,103983,113226,120654,126444,173003,128307,165710,185105,105222,125038,105129,93358,154378,112919,122773,167751,92611,111826,98718,87163,153426,73774,160399,88784,80415,75768,86151,171460,167649,127350,64502,98338,129963,217048,104750,124830,133474,,142000,102542,148464,,118343,173340,125762
4/30/1999,189506,105532,148840,110335,137825,101432,104327,114009,121387,126914,174022,128871,166707,187099,105130,125668,105426,93753,154826,113533,124115,169300,92871,112478,99253,87565,153810,74124,161358,89178,80825,75954,86656,171638,167908,127349,64611,98822,130280,216395,105579,126109,134182,,142635,104901,148943,,118676,174573,126246
5/31/1999,190822,106215,149782,110782,138259,101657,104607,114737,122087,127271,175147,129397,167521,189061,105187,126312,105763,94073,155193,114081,125426,170795,93182,112970,99632,87893,154162,74436,162466,89500,81037,76128,87039,171409,168365,127300,64652,99128,130321,215428,106405,127468,134922,,143338,105901,149517,,119266,176054,126816
6/30/1999,192380,106893,150791,111411,139006,101925,104864,115567,122803,127622,176268,130059,168655,190972,105809,127146,106186,94394,155624,114654,126897,172616,93435,113509,100026,88231,154472,74778,163481,89865,80933,76321,87398,171187,168938,127234,64767,99264,130351,214272,107369,128953,135977,,144096,106229,149961,,120011,177618,127283
7/31/1999,194041,107539,152110,112067,139808,102200,105136,116360,123550,127991,177510,130679,169549,193217,106421,127913,106642,94710,156113,115170,128147,174305,93650,113915,100294,88538,154774,75138,164533,90162,81003,76531,87665,171041,170021,127209,64864,99423,130178,213070,108494,130290,137104,,144930,106347,150057,,120883,179463,127685
8/31/1999,195514,108090,153180,112657,140593,102453,105460,117167,124242,128357,178546,131262,170523,194918,105980,128650,107066,95196,156598,115626,129110,175750,93912,114308,100679,88856,155085,75421,165439,90524,80913,76690,87980,171494,170949,127428,64889,99712,130162,212625,109455,131391,138121,,145610,106889,150303,,121519,181198,127716
9/30/1999,196836,108543,154239,113052,141122,102718,105800,117922,124944,128749,179529,131889,171288,196692,105148,129284,107377,95686,157097,116029,129831,176845,94183,114623,101036,89149,155759,75660,166350,90865,80984,76828,88295,171903,171806,127650,64857,100031,130113,212597,110113,132351,138986,,146238,107511,150523,,122252,182869,127781
10/31/1999,198385,109075,155001,113398,141767,102964,106149,118667,125625,129096,180410,132542,172373,198117,103707,129903,107622,96080,157682,116481,130699,178038,94478,115000,101292,89449,156375,75876,167219,91377,81169,76933,88629,172360,172321,127905,64805,100391,130240,213006,110611,133225,139775,,146784,108555,151432,,122947,184383,127725
11/30/1999,200261,109659,155839,113874,142549,103289,106515,119416,126323,129518,181613,133275,173524,199792,102669,130536,107948,96335,158483,117122,131986,179520,94835,115480,101626,89821,157094,76202,168268,91934,81650,77061,89005,172743,172972,127993,64893,100720,130450,213648,111433,134638,141029,,147378,109431,152019,,123840,186321,128104
12/31/1999,202332,110246,156598,114396,143388,103678,106968,120172,126991,129964,182949,133973,174573,201835,101339,131087,108269,96632,159243,117839,133358,181115,95176,116028,102023,90199,157395,76589,169516,92316,82095,77236,89421,173303,173640,128173,65018,101025,130747,214612,112339,136178,142358,,147968,110010,152465,,124715,188674,128505
1/31/2000,204343,110628,157345,114962,144394,104115,107501,121056,127624,130415,184422,134738,175528,203835,100772,131795,108599,97090,159932,118558,134692,182819,95449,116533,102552,90584,157804,76934,170811,92683,82279,77425,89848,173837,174453,128267,65295,101128,131090,216225,113454,138037,143943,,148628,110644,152212,,125632,191418,129178
2/29/2000,206267,110908,158400,115531,145401,104628,108029,121839,128369,130953,185799,135623,176498,206153,100673,132501,108928,97560,160375,119034,135950,184528,95702,117108,103110,90875,158301,77179,172361,93046,82411,77730,90144,174376,175130,128375,65609,101339,131296,217388,114553,139628,145391,,149348,110481,151804,,126415,193898,129650
3/31/2000,208247,111079,159620,116183,146414,105125,108466,122678,129170,131498,187171,136490,177443,208172,100677,133264,109260,98029,160893,119505,137080,186209,95964,117647,103577,91167,159014,77477,173807,93603,82553,78045,90420,174826,175862,128536,65966,101580,131476,218790,115637,141228,146940,,150112,109787,151363,,127282,196138,129873
4/30/2000,210387,111268,160984,116888,147319,105611,108922,123439,130060,132090,188540,137299,178372,210266,100393,133983,109616,98543,161386,119811,138371,188063,96342,118226,103994,91447,159775,77799,175121,94029,82724,78405,90625,175390,176632,128725,66176,101967,131611,219652,116601,142289,148402,,150913,109116,151115,,128060,197954,130013
5/31/2000,212724,111309,162193,117559,148201,106090,109458,124290,130890,132630,189856,137992,179399,212371,100229,134716,109910,99103,162080,120310,139617,189918,96679,118670,104328,91760,160341,78196,176024,94455,83061,78623,90952,177000,177382,128938,66319,102136,132009,220912,117347,143363,149747,,151714,109033,151180,,128877,199541,130561
6/30/2000,215159,111348,163375,118180,149049,106540,110038,125083,131713,133162,191229,138627,180201,214546,100274,135263,110153,99648,162739,120802,140952,191822,97058,119144,104695,92059,160858,78523,177005,94802,83516,78797,91280,178397,178008,129152,66499,102286,132475,222220,118084,144365,150638,,152527,109289,151315,,129590,201325,131216
7/31/2000,217664,111350,164307,118770,149842,106983,110530,125958,132505,133648,192622,139389,181117,216820,100621,135858,110405,100222,163460,121403,142355,193666,97362,119545,105032,92400,161253,78860,178118,95194,83857,78924,91704,179740,178347,129505,66690,102371,132936,223469,118760,145793,151455,,153342,109572,151826,,130286,202948,131775
8/31/2000,220334,111539,165156,119372,150753,107360,110972,126767,133350,134103,194208,140302,181790,219593,101183,136419,110639,100828,164059,121997,144280,195763,97671,120066,105391,92796,161703,79167,179293,95494,84212,79156,92123,180009,178808,129596,66977,102573,133310,224846,119633,147456,152177,,154126,109681,152278,,131073,204244,132253
9/30/2000,223087,111786,165978,120043,151733,107755,111406,127525,134197,134545,195861,141288,182499,222556,101641,137117,110944,101443,164722,122585,146102,198040,97960,120626,105824,93241,162018,79457,180462,95848,84509,79444,92526,180513,179465,129681,67234,102763,133615,226030,120666,149199,153124,,154874,110181,153035,,131925,205204,132851
10/31/2000,225755,112033,166944,120756,152742,108177,111829,128233,135073,135007,197509,142251,183020,225579,102263,137759,111210,102110,165498,123168,147915,200324,98268,121183,106359,93650,162387,79751,181595,96228,84993,79779,92939,180980,180232,129645,67558,102956,133910,227317,121766,151233,154060,,155575,110387,153486,,132906,205349,133691
11/30/2000,228411,112327,168139,121532,153777,108674,112263,129024,135956,135548,199067,143234,183663,228406,102870,138390,111537,102844,166311,123671,149314,202530,98589,121705,106932,94084,162788,80100,182804,96575,85464,80226,93289,181585,181046,129880,68016,103212,134217,228155,122888,153019,155126,,156411,110431,154097,,133801,205911,133985
12/31/2000,231098,112650,169392,122338,154858,109202,112679,129844,136923,136100,200609,144289,184438,231320,103541,139052,111927,103513,167208,124180,150987,204713,99002,122126,107530,94546,163352,80497,184042,97017,86083,80704,93685,182143,181804,130175,68601,103458,134529,229128,124088,154846,156373,,157142,110504,154871,,134691,206533,134276
1/31/2001,233674,112877,170665,123175,155897,109724,113088,130573,137910,136691,202187,145393,185377,234223,104010,139737,112417,104016,167981,124651,152568,207038,99502,122672,108170,95122,164022,80942,185387,97379,86588,81274,94179,182697,182682,130609,69250,103910,135046,229929,125376,156443,157792,,157958,110516,156270,,135434,207858,134340
2/28/2001,236339,112871,171715,124048,156806,110191,113456,131209,138736,137098,203976,146348,186263,236981,104103,140424,112787,104422,168871,125246,154123,209117,99897,123128,108693,95632,164568,81353,186666,97787,86929,81570,94834,183094,183737,131110,69539,104154,135498,230758,126532,158355,159179,133453,158618,110394,158617,,136362,209210,134930
3/31/2001,239120,112709,172766,124939,157734,110687,113855,131811,139460,137469,205777,147354,187095,239799,104217,141065,113136,104956,169721,125853,155777,211077,100249,123621,109223,96131,165110,81697,187962,98080,87176,81832,95523,183371,184729,131557,69780,104366,136173,231423,127635,160188,160695,134073,159379,110564,161578,,137311,211055,135491
4/30/2001,242059,112613,173798,125849,158719,111195,114243,132423,140088,137763,207706,148328,187849,242690,104402,141666,113401,105588,170773,126574,157492,212783,100491,123930,109683,96542,165501,81995,189338,98408,87448,81963,96147,183575,185629,131999,69915,104440,136714,232383,128578,162236,162279,134213,160058,110996,164578,,138342,213234,136191
5/31/2001,244691,112700,174919,126794,159838,111652,114602,133047,140796,138096,209594,149437,188497,245635,104653,142265,113700,106252,171712,127205,159067,214469,100737,124331,109985,96983,165953,82252,190790,98720,87757,82250,96807,183385,186494,132400,70250,104709,137187,233690,129848,164476,163860,134646,160786,111820,167195,,139254,215365,137064
6/30/2001,247001,112804,176046,127754,160903,112092,114905,133595,141463,138414,211542,150470,189200,248721,104798,142845,113956,106904,172743,127835,160592,215931,100972,124718,110300,97428,166389,82529,192164,99071,88052,82525,97413,183338,187478,133076,70510,105081,137446,235055,131092,166717,165519,134896,161463,112158,169504,,140147,217227,137961
7/31/2001,249041,112929,177216,128800,161883,112537,115240,134125,142132,138683,213464,151528,189788,251724,104846,143378,114178,107533,173736,128438,162147,217424,101248,125157,110584,97832,166923,82775,193453,99433,88262,82822,97934,183263,188548,133685,70737,105459,137848,236488,132415,168800,167196,135374,162119,112565,171626,,141096,219289,138853
8/31/2001,251051,112975,178441,129881,162815,113030,115597,134671,142793,139016,215323,152535,190521,254866,105099,143897,114468,108095,174909,129026,163753,218932,101500,125472,111208,98155,167561,83073,195226,99856,88568,83068,98397,183672,189694,134346,70943,105748,138336,237568,133526,170588,169131,135893,162840,112671,173190,,141940,221838,139243
9/30/2001,253107,113081,179653,131032,163820,113519,115951,135292,143431,139335,217261,153599,191195,257613,105306,144465,114748,108651,176124,129624,165466,220305,101766,125762,111736,98419,168155,83380,197138,100282,88812,83272,98809,184002,190856,134863,71154,106010,138863,238766,134685,172425,171004,136259,163669,112643,174348,,142803,224619,139568
10/31/2001,255261,113208,180969,132198,164895,114002,116289,135874,144039,139684,219340,154679,191996,260490,105637,145106,115058,109224,177309,130174,167215,221496,102059,126061,112236,98683,168748,83685,199100,100634,89152,83396,99246,184440,191996,135305,71366,106241,139326,239920,135843,174039,173303,136583,164590,112787,175349,,143651,227651,139884
11/30/2001,257377,113298,182325,133340,165984,114558,116598,136389,144605,139908,221432,155872,192702,263282,105776,145815,115277,109839,178588,130772,168908,222446,102302,126361,112553,98933,169253,83915,200569,100964,89334,83468,99469,184645,192922,135690,71477,106476,139654,241262,137166,175730,175431,137023,165497,113125,176514,,144776,230243,140513
12/31/2001,259499,113387,183752,134451,166943,115099,116885,136853,145142,140098,223501,157053,193640,265987,106023,146467,115435,110496,179912,131369,170216,223312,102459,126678,112818,99175,169878,84114,201939,101305,89464,83516,99733,184757,193970,135944,71550,106731,140023,242811,138370,177445,177752,137602,166455,113487,177775,,145900,232913,141263
1/31/2002,261655,113491,185216,135534,167837,115679,117152,137376,145638,140257,225577,158278,194355,268559,106042,147050,115568,111169,181444,132020,171429,223860,102549,126878,112982,99366,170502,84313,203311,101594,89575,83617,99943,184814,194914,136262,71599,107001,140227,243985,139626,179255,179758,138307,167380,113564,178867,,147126,235429,142064
2/28/2002,263999,113727,186618,136574,168769,116252,117423,137913,146175,140453,227753,159529,195118,270977,106153,147571,115764,111878,182973,132658,172606,224495,102714,127002,113281,99601,171170,84582,204953,101850,89714,83815,100216,184791,195850,136563,71799,107308,140549,245458,140951,180948,181912,138835,168369,113877,179544,,148201,238293,142605
3/31/2002,266416,114066,187846,137594,169867,116879,117721,138474,146671,140675,230028,160787,195696,273572,106143,148162,115984,112485,184608,133242,173809,225184,102869,127139,113665,99827,171752,84828,206664,102077,89864,84044,100553,184988,196701,137046,72040,107625,140769,246887,142448,182514,183985,138996,169382,114100,179988,,149332,240836,143137
4/30/2002,269033,114486,189103,138633,170812,117527,118014,138938,147182,140858,232290,162090,196230,276163,106219,148753,116171,113045,186251,133801,174899,225959,103044,127365,114210,100074,172332,85074,208448,102463,89908,84282,101004,185088,197739,137445,72289,107938,140930,248753,144180,184366,186289,139352,170408,114453,180606,,150446,243540,143519
5/31/2002,271837,114910,190396,139713,171807,118165,118317,139292,147653,141087,234599,163320,196619,278931,106293,149318,116364,113565,188110,134293,176247,226778,103261,127653,115151,100279,172998,85299,210303,102915,90053,84513,101080,185069,198676,137881,72457,108285,141081,250162,145544,185942,188841,139941,171368,114707,181032,,151453,246390,142781
6/30/2002,275123,115401,191829,140837,172746,118789,118611,139642,148137,141299,237003,164680,196996,281840,106464,149956,116573,114121,189959,134788,177528,227486,103501,127896,115872,100498,173740,85551,212367,103404,90247,84778,101079,184953,199503,137942,72632,108608,141352,251682,146927,187764,191530,140766,172419,115228,181361,,152468,249571,141864
7/31/2002,278849,115882,193295,141963,173911,119440,118920,139938,148581,141572,239559,165982,197539,285151,106608,150607,116813,114691,191926,135227,178855,228165,103755,128153,116589,100749,174463,85824,214542,103779,90627,85056,100930,184917,200212,138118,72829,108907,141663,253614,148155,189533,194386,141366,173521,115637,181409,,153376,252581,141090
8/31/2002,282791,116375,194853,143154,175027,120217,119201,140284,148956,141783,242542,167378,198105,288374,106621,151341,116995,115226,193878,135728,179926,228547,103981,128429,116481,101025,174979,86076,216540,104077,90844,85316,100926,184914,201124,138355,73094,109208,141935,256152,149511,191701,197840,141800,174716,116004,182006,,154187,255574,141414
9/30/2002,286658,116792,196405,144317,176093,121012,119487,140567,149337,141993,245804,168756,198730,291768,106658,151927,117185,115808,195834,136242,181046,229039,104211,128717,116578,101303,175531,86329,218223,104300,91130,85590,100862,184781,202074,138797,73376,109538,142210,259324,150808,193810,201944,142434,175780,116368,182639,,154818,258768,142063
10/31/2002,290558,117175,197916,145544,177111,121857,119790,140903,149731,142182,249261,170219,199361,295492,106750,152593,117399,116405,197825,136847,182157,229565,104433,129003,116642,101568,176100,86584,220381,104580,91325,85945,100834,184446,203443,139219,73754,109948,142570,261990,152073,196065,205663,143069,176933,116491,183339,,155412,262137,142493
11/30/2002,294701,117573,199464,146795,178021,122591,120151,141252,150123,142390,252654,171698,200112,299369,106952,153291,117642,117003,199822,137518,183413,230061,104656,129313,117089,101841,176898,86867,222771,104934,91608,86309,101428,184302,204950,139591,73975,110323,142989,264652,153419,198297,208943,143756,178063,116713,184045,,156339,266482,142918
12/31/2002,298975,117957,201143,148234,179099,123388,120525,141621,150444,142601,256046,173193,200599,303139,107133,154128,117903,117524,202003,138245,184849,230316,104910,129648,117545,102095,177682,87130,225251,105310,91855,86675,101968,184183,206622,139889,74156,110718,143270,267096,154835,200638,211648,144315,179348,117053,184795,,157388,271115,143168
1/31/2003,303071,118234,202815,149725,180148,124200,120895,141958,150792,142832,259424,174670,201288,306409,107236,154993,118116,118058,204194,138967,186339,230541,105154,130006,118036,102342,178576,87346,227527,105731,92049,86903,102536,184161,208260,140254,74230,111094,143532,270348,156185,202893,214724,144756,180774,117814,185770,,158494,275479,143650
2/28/2003,306820,118322,204590,151301,181334,125035,121255,142358,151138,143071,262708,176216,202026,309652,107338,155831,118369,118678,206506,139666,187734,230804,105467,130434,118452,102608,179404,87548,229622,106148,92278,87166,102748,184225,209839,140527,74502,111510,143794,273721,157417,205166,217904,145417,182444,118588,186312,,159455,279159,144169
3/31/2003,310582,118313,206702,152851,182360,125854,121588,142629,151545,143329,265873,177748,203098,312843,107444,156589,118595,119328,208899,140461,189070,231202,105795,130817,118757,102891,180236,87802,231878,106540,92544,87408,102684,184165,211077,140810,74783,111922,143904,277525,158551,207543,221442,146142,184174,118964,186868,,160432,282432,144582
4/30/2003,314351,118352,208693,154413,183502,126673,121943,143018,151862,143562,268953,179316,204095,316117,107697,157345,118866,119977,211229,141182,190264,231460,106191,131173,118851,103201,181001,88101,234091,106832,92903,87717,102320,184242,212233,141083,75162,112337,144349,280817,159705,209558,224832,147155,185805,119222,187253,,161304,285966,145055
5/31/2003,318246,118480,210598,155912,184452,127578,122293,143468,152141,143801,271997,180821,205194,319297,107870,158043,119139,120593,213532,141945,191497,231494,106483,131466,118828,103502,181740,88378,236441,107077,93168,88062,102304,184422,213530,141385,75497,112764,144768,284598,161114,211727,228343,147983,187321,119086,188143,,162185,289542,146049
